Site ID,Program Code,Program Name,Address 1,Address 2,Program Type,Enrollment,Daily Start Time,Length of Pre-K Day,Early Drop-Off Available,Late Pick-Up Available,Meals,Playspace,Dual Language,Collaborative Teachers - Survey Percent Positive,Supportive Environment - Survey Percent Positive,Effective School Leadership - Survey Percent Positive,Strong Family-Community Ties - Survey Percent Positive,Trust - Survey Percent Positive,Survey - Number of Guardian Responses,Survey - Guardian Response Rate,CLASS Most Recent Assessment Year,CLASS Emotional Support Score,CLASS Emotional Support Rating,CLASS Classroom Organization Score,CLASS Classroom Organization Rating,CLASS Instructional Support Score,CLASS Instructional Support Rating,ECERS Most Recent Assessment Year,ECERS Observation Average Score,ECERS Observation Average Rating,ECERS Language Reasoning Score,ECERS Language Reasoning Rating,ECERS Interaction Score,ECERS Interaction Rating,ECERS Activities Score,ECERS Activities Rating,ECERS Personal Care Routines Score,ECERS Personal Care Routines Rating,ECERS Space and Furnishings Score,ECERS Space and Furnishings Rating,ECERS Program Structure Score,ECERS Program Structure Rating,Quality Review - Date of Review,Quality Review - How well do teachers work with each other?
KCJO,22KCJR,A to Z Day Care Center,3053 Avenue U,"Brooklyn, NY 11229",NYCEEC,29,1899-12-31T07:30:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,100%,100%,100%,28,97%,2016-17 School Year,6.5,4,6.3,4,4,3,2014-15 School Year,3.6,3,3.3,2,4.6,3,3.8,3,2.5,3,3.1,2,4.8,3,N/A,
KCJQ,22KCJS,Yeshiva Torah Vodaath,452 East 9th Street,"Brooklyn, NY 11218",NYCEEC,36,1899-12-31T09:30:00.000,Full day,false,false,Contact program directly for details,Indoor/Outdoor (onsite) playspace,,,100%,90%,94%,100%,8,23%,2016-17 School Year,6.9,4,7.0,4,4.8,3,2014-15 School Year,4.3,3,5.3,4,5.8,4,4.6,3,2.7,3,4,3,3.8,3,N/A,
KCJR,22KCJT,Kaleidoscope Early Childhood Develepment Center,480 Stratford Road,"Brooklyn, NY 11218",NYCEEC,43,1899-12-31T08:00:00.000,Full day,false,true,Lunch/Snack(s),Please contact site for more information,,,99%,90%,96%,97%,31,72%,2016-17 School Year,7.0,4,6.7,4,3.6,3,2014-15 School Year,4.3,3,5.3,4,4.4,3,5.3,4,2,2,3.4,3,5.8,4,N/A,
KCJT,20KCJY,Angel Early Childhood Development Center,1436 67th Street,"Brooklyn, NY 11219",NYCEEC,33,1899-12-31T08:30:00.000,Full day,false,true,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,100%,100%,95%,100%,11,34%,2016-17 School Year,6.7,4,6.5,4,3.5,3,2014-15 School Year,4.2,3,3.8,3,6.2,4,4.2,3,3.5,3,3.4,3,4.5,3,N/A,
KCJX,22KCJZ,COPO Pre-K Program,1083 Coney Island Avenue,"Brooklyn, NY 11230",NYCEEC,27,8:10 a.m,Full day,false,false,Contact program directly for details,Please contact site for more information,,,100%,100%,100%,100%,26,100%,2016-17 School Year,6.5,4,6.1,4,2.5,2,2014-15 School Year,3.6,3,3.5,3,4,3,3.6,3,3.3,3,3.6,3,3.8,3,N/A,
KCJY,14KCKB,Bushwick United Development Fund,243 South 2nd Street,"Brooklyn, NY 11211",NYCEEC,17,1899-12-31T08:30:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,94%,94%,89%,94%,17,100%,2016-17 School Year,6.3,4,6.5,4,2.9,2,2014-15 School Year,4.9,3,5.5,4,6.2,4,5.6,4,2.8,3,4.9,3,3.8,3,N/A,
KCJZ,18KCKC,Alpha Christian Academy,921 East 107 Street,"Brooklyn, NY 11236",NYCEEC,15,N/A,Full day,true,true,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,,,,,,,,2015-16 School Year,6.6,4,6.5,4,3.7,3,2014-15 School Year,3.7,3,4.8,3,4.4,3,4,3,2.7,3,3.3,2,3,2,N/A,
KCKC,16KCKK,"Adaptive Solutions Multi Services (SLP, OT, PT, & PSY) LLC",992 Gates Avenue,"Brooklyn, NY 11221",NYCEEC,32,N/A,Half day,false,false,Contact program directly for details,Please contact site for more information,,,100%,100%,96%,100%,6,21%,2016-17 School Year,5.4,3,4.5,2,2.1,2,2015-16 School Year,4.5,3,5.3,4,6.2,4,4.3,3,2.8,3,3.9,3,5.8,4,N/A,
KCKK,22KCKU,Promise World Day Care,1968 Ocean Avenue,"Brooklyn, NY 11230",NYCEEC,27,1899-12-31T07:05:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,94%,87%,96%,18,67%,2016-17 School Year,6.5,4,6.3,4,3.5,3,2015-16 School Year,5.3,4,6.3,4,6.8,4,5.7,4,2.5,3,4.8,3,6.5,4,N/A,
KCKV,14KCKY,Queen of the Rosary Catholic Academy,11 Catherine Street,"Brooklyn, NY 11211",NYCEEC,23,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch,Please contact site for more information,,,,,,,,,2016-17 School Year,6.6,4,6.3,4,2.3,2,2015-16 School Year,3.9,3,5.8,4,6,4,4.2,3,2.2,2,3.4,3,1.7,1,N/A,
KCKY,22KCKZ,"A2Z Kidz Center, LLC",190 Exeter Street,"Brooklyn, NY 11235",NYCEEC,46,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,97%,87%,91%,93%,23,53%,2016-17 School Year,6.3,4,6.3,4,2.6,2,2015-16 School Year,4.3,3,5.8,4,5.4,4,4.2,3,2.8,3,3.6,3,4.8,3,N/A,
KCKZ,13KCLC,Sunny Skies Preschool,720 Washington Avenue,"Brooklyn, NY 11238",NYCEEC,44,N/A,Full day,true,true,Contact program directly for details,Please contact site for more information,,,94%,89%,88%,95%,19,48%,2016-17 School Year,4.9,2,3.8,2,2.3,2,2015-16 School Year,3.9,3,5.5,4,5.4,4,3.5,3,2.2,2,4.1,3,3.7,3,N/A,
KCLC,15KCLD,Sunny Skies Prospect Corp.,969 43rd Street,"Brooklyn, NY 11219",NYCEEC,19,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Please contact site for more information,,,92%,86%,92%,90%,13,72%,2016-17 School Year,5.8,3,4.9,2,3.3,3,2015-16 School Year,3.8,3,5.3,4,3.4,3,4.9,3,2.7,3,3.8,3,2.3,1,N/A,
KCLD,18KCLE,"Faces of the Future Early Learning Center, LLC",1080 Utica Avenue,"Brooklyn, NY 11203",NYCEEC,18,1899-12-31T09:00:00.000,Full day,true,true,Contact program directly for details,Please contact site for more information,,,94%,94%,92%,97%,16,94%,2016-17 School Year,5.6,3,5.1,3,3,2,2015-16 School Year,4.1,3,4.8,3,4,3,5.1,4,2.7,3,4,3,2.7,1,N/A,
KCLF,21KCLH,Neshama Preschool,723 Avenue Z,"Brooklyn, NY 11223",NYCEEC,20,1899-12-31T12:00:00.000,Full day,true,true,Contact program directly for details,Please contact site for more information,,,100%,100%,99%,98%,8,42%,2016-17 School Year,6.8,4,6.3,4,2.8,2,2015-16 School Year,4.3,3,5.5,4,5.8,4,4.6,3,3,3,3.3,2,4.5,3,N/A,
KCLH,20KCLI,"Yeshivat Beth Hillel of Krasna, Inc.",1360 42nd Street,"Brooklyn, NY 11219",NYCEEC,36,1899-12-31T09:00:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,,100%,100%,99%,100%,20,56%,2016-17 School Year,6.9,4,6.9,4,3.2,2,2015-16 School Year,5.2,4,5.5,4,5.8,4,6.2,4,4,4,4.6,3,4.8,3,N/A,
KCLI,19KCLM,Trey Whitfield School,17 Hinsdale Street,"Brooklyn, NY 11207",NYCEEC,63,1899-12-31T08:00:00.000,Full day,true,true,Lunch/Snack(s),Please contact site for more information,,,95%,95%,90%,98%,15,25%,2016-17 School Year,6.6,4,6.3,4,3,2,2015-16 School Year,4.4,3,5.3,4,6.2,4,4,3,3.8,4,4.3,3,3.3,2,N/A,
KCLM,20KCMA,Seeds of Unity,5816 13th Avenue,"Brooklyn, NY 11219",NYCEEC,24,1899-12-31T08:30:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,100%,97%,100%,12,55%,2016-17 School Year,6.9,4,6.9,4,3.9,3,2015-16 School Year,4.5,3,5.5,4,5.8,4,4.9,3,2.5,3,4.5,3,4.3,3,N/A,
KCMA,17KCME,BKA Utica,250 Utica Avenue,"Brooklyn, NY 11213",NYCEEC,21,1899-12-31T08:30:00.000,Full day,true,true,Breakfast/Lunch,Please contact site for more information,,,100%,,80%,96%,5,29%,2016-17 School Year,6.9,4,6.8,4,3.5,3,2015-16 School Year,5.4,4,6,4,6.6,4,4.5,3,6.8,4,5.3,4,3.7,3,N/A,
KCME,15KCMK,"Brooklyn Treehouse Preeschool, Inc.",639 4th Avenue,"Brooklyn, NY 11232",NYCEEC,30,1899-12-31T08:55:00.000,Full day,true,true,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,100%,98%,100%,10,38%,2016-17 School Year,7.0,4,6.9,4,3.2,2,2015-16 School Year,5,4,6.5,4,6.8,4,4.8,3,2.5,3,4.3,3,6.8,4,N/A,
KCMK,18KCML,BRYAN'S EDUCATIONAL CENTER,3922 Church Avenue,"Brooklyn, NY 11203",NYCEEC,35,1899-12-31T07:45:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Please contact site for more information,,,96%,94%,84%,91%,8,23%,2016-17 School Year,5.5,3,5.1,3,2.9,2,2015-16 School Year,5.3,4,5.8,4,5.4,4,5,4,4.7,4,5.3,4,6.3,4,N/A,
KCML,15KCMN,Early Childhood Development Center Kaleidoscope,165 Prospect Park Southwest,"Brooklyn, NY 11218",NYCEEC,12,1899-12-31T08:00:00.000,Full day,false,true,Lunch/Snack(s),Outdoor (offsite) playspace,,,100%,91%,94%,98%,12,100%,2016-17 School Year,6.9,4,7.0,4,3.8,3,2015-16 School Year,4.7,3,5.8,4,5.2,4,5.9,4,2.8,3,4.1,3,3.7,3,N/A,
KCMN,16KCMT,Glorious and Gifted Early Childhood Center Inc.,421 Throop Avenue,"Brooklyn, NY 11221",NYCEEC,10,1899-12-31T08:30:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,100%,100%,99%,100%,6,67%,2016-17 School Year,6.9,4,6.9,4,2.8,2,2015-16 School Year,3.9,3,5.8,4,4,3,4,3,2.7,3,3.3,2,4.8,3,N/A,
KCMT,21KCMV,ABC PLUS,1018 Banner Avenue,"Brooklyn, NY 11235",NYCEEC,12,1899-12-31T08:30:00.000,Full day,true,true,Breakfast/Lunch,Please contact site for more information,,,100%,100%,93%,100%,5,42%,2016-17 School Year,6.8,4,6.5,4,3.3,3,2015-16 School Year,4.7,3,6.3,4,6.4,4,5.3,4,2.3,3,4,3,4.5,3,N/A,
KCMV,22KCMZ,Free Greek Community of the Three Hierarchs,1724 Avenue P,"Brooklyn, NY 11229",NYCEEC,48,1899-12-31T08:30:00.000,Full day,false,false,Contact program directly for details,Indoor,,,93%,92%,88%,91%,37,82%,2016-17 School Year,6.6,4,6.8,4,3.2,2,2015-16 School Year,4.9,3,5.5,4,6.4,4,5.4,4,2.3,3,5,4,4.5,3,N/A,
KCMZ,22KCNA,"The Friends of Crown Heights Educational Centers, Inc.",2809 Newkirk Avenue,"Brooklyn, NY 11226",NYCEEC,32,1899-12-31T08:00:00.000,Full day,false,true,Lunch/Snack(s),Outdoor (onsite) playspace/Outdoor (offsite) playspace,,,92%,95%,89%,92%,18,67%,2016-17 School Year,6.6,4,4.9,2,2.5,2,2015-16 School Year,4.7,3,6,4,5,4,5.8,4,2.5,3,4.6,3,3,2,N/A,
KCNA,22KCNF,Itty Bitty Adventures Preschool,3416 Avenue S,"Brooklyn, NY 11234",NYCEEC,16,1899-12-31T08:00:00.000,Full day,true,true,Lunch/Snack(s),Please contact site for more information,,,95%,98%,98%,99%,15,94%,2016-17 School Year,6.9,4,6.5,4,3.9,3,2015-16 School Year,4.6,3,4.5,3,5.6,4,5.2,4,3.7,3,4,3,5,4,N/A,
KCNF,20KCNH,Kiddieprise-1520 86th Street,1520 86th Street,"Brooklyn, NY 11228",NYCEEC,18,1899-12-31T08:00:00.000,Full day,true,false,Lunch/Snack(s),Outdoor (onsite) playspace,,,91%,97%,95%,98%,8,80%,2016-17 School Year,7.0,4,6.3,4,3.2,2,2015-16 School Year,4.7,3,4.8,3,5.8,4,5.5,4,2.8,3,4.5,3,4.5,3,N/A,
KCNH,22KCNI,"Klever Kidz, LLC DBA Basin Prep",6085 Strickland Avenue,"Brooklyn, NY 11234",NYCEEC,16,1899-12-31T09:00:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Please contact site for more information,,,100%,91%,91%,97%,15,94%,N/A,,,,,,,2016-17 School Year,3.8,3,4,3,5.6,4,3.4,3,2.8,3,3.6,3,3.8,3,N/A,
KCNK,21KCNK,Learn and Explore,330 Neptune Avenue,"Brooklyn, NY 11235",NYCEEC,50,1899-12-31T08:00:00.000,Full day,false,true,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,100%,95%,92%,100%,17,35%,2016-17 School Year,6.8,4,6.8,4,3.5,3,2015-16 School Year,5.1,4,6.3,4,6,4,5.1,4,3.7,3,5.5,4,4.3,3,N/A,
KCNN,20KCNN,"Little Brilliant Minds, Inc.",5916 20th Avenue,"Brooklyn, NY 11204",NYCEEC,15,1899-12-31T08:00:00.000,Both half day and full day,true,true,Breakfast/Lunch,Outdoor (onsite) playspace,,,100%,100%,100%,100%,6,43%,2016-17 School Year,5.9,3,6.1,4,2.2,2,2015-16 School Year,5.4,4,6.3,4,7,4,5.7,4,2.3,3,5.6,4,5.8,4,N/A,
KCNP,20KCNP,Little Sunshine Preschool,1815 85th Street,"Brooklyn, NY 11214",NYCEEC,55,1899-12-31T08:30:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Please contact site for more information,,,99%,85%,79%,91%,23,45%,2016-17 School Year,6.6,4,6.3,4,3.2,2,2015-16 School Year,4.8,3,6.3,4,7,4,5,4,2.2,2,4.8,3,4.5,3,N/A,
KCNU,18KCNU,Learning Zone,1729 Rockaway Parkway,"Brooklyn, NY 11236",NYCEEC,11,1899-12-31T08:00:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace/Outdoor (offsite) playspace,,,,,,,,,2016-17 School Year,6.9,4,6.8,4,3.8,3,2015-16 School Year,4.7,3,5.5,4,5.6,4,5.1,4,2.5,3,4.6,3,5.3,4,N/A,
KCNW,20KCNW,Okie Dokie Day Care,1002 65th Street,"Brooklyn, NY 11219",NYCEEC,47,1899-12-31T08:30:00.000,Full day,true,true,Lunch/Snack(s),Outdoor (offsite) playspace,,,100%,99%,96%,100%,36,78%,2016-17 School Year,6.6,4,6.7,4,2,2,2015-16 School Year,4.9,3,6.3,4,7,4,5.2,4,2.3,3,5,4,3.8,3,N/A,
KCNY,13KCNY,NY Preschool Brooklyn Heights,182 Henry Street,"Brooklyn, NY 11201",NYCEEC,15,1899-12-31T08:45:00.000,Full day,false,false,Lunch/Snack(s),Outdoor (onsite) playspace,,,,,,,,,2016-17 School Year,6.9,4,7.0,4,2.8,2,2015-16 School Year,5,4,7,4,5.8,4,5.3,4,2.7,3,5,4,4.3,3,N/A,
KCNZ,13KCNZ,Ny Preschool Park Slope,125 5th Avenue,"Brooklyn, NY 11217",NYCEEC,54,1899-12-31T08:45:00.000,Full day,true,true,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,96%,94%,92%,96%,27,54%,2016-17 School Year,7.0,4,6.8,4,2.7,2,2015-16 School Year,5.1,4,6,4,6.8,4,6,4,3,3,4.4,3,5,4,N/A,
KCOG,23KCOE,"Step By Step Early Childhood Education, Inc.",1163 Lenox Road,"Brooklyn, NY 11212",NYCEEC,26,1899-12-31T08:00:00.000,Full day,true,true,Breakfast/Lunch,Outdoor (onsite) playspace,,,100%,96%,95%,95%,15,60%,N/A,,,,,,,2016-17 School Year,4.1,3,5.3,4,5.8,4,4.8,3,2.3,3,3.6,3,2.3,1,N/A,
KCOH,22KCOG,Stepz 2 Success Child Care Center,1992 Nostrand Avenue,"Brooklyn, NY 11225",NYCEEC,12,1899-12-31T08:20:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,,,,,,,2016-17 School Year,6.5,4,5.8,3,2.7,2,2015-16 School Year,5.1,4,7,4,6.8,4,5.3,4,4,4,3.6,3,5.3,4,N/A,
KCOI,20KCOH,Sweet Home Day Care Center,927 McDonald Avenue,"Brooklyn, NY 11218",NYCEEC,40,1899-12-31T08:10:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Please contact site for more information,,,98%,78%,87%,92%,22,58%,2016-17 School Year,6.5,4,6.5,4,2.6,2,2015-16 School Year,4.5,3,5.8,4,5.2,4,5.8,4,2,2,4.3,3,3,2,N/A,
KCOJ,20KCOI,Treasure Island,347 74th Street,"Brooklyn, NY 11209",NYCEEC,40,1899-12-31T08:15:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,98%,97%,96%,98%,36,90%,2016-17 School Year,6.9,4,6.4,4,3,2,2015-16 School Year,4.8,3,6.3,4,6.4,4,5.1,4,2.8,3,3.6,3,5.8,4,N/A,
KCOL,17KCOJ,candy kid's day care center,3212 Church Avenue,"Brooklyn, NY 11226",NYCEEC,18,1899-12-31T08:00:00.000,Full day,true,true,Lunch/Snack(s),Outdoor (onsite) playspace,,,100%,100%,97%,100%,11,61%,2016-17 School Year,6.7,4,6.5,4,3.4,3,2015-16 School Year,4.7,3,5,4,7,4,4.5,3,3,3,3.3,2,7,4,N/A,
KCOS,20KCOL,"Happy Scholars, Inc.",7806 New Utrecht Avenue,"Brooklyn, NY 11214",NYCEEC,38,1899-12-31T08:30:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,100%,95%,95%,95%,19,50%,2016-17 School Year,6.9,4,6.6,4,2.9,2,2015-16 School Year,5.2,4,5.5,4,6,4,4.7,3,3.8,4,5.4,4,7,4,N/A,
KCOT,17KCOS,G.A.T.E.D. Academy,1019 Church Avenue,"Brooklyn, NY 11218",NYCEEC,19,1899-12-31T08:30:00.000,Full day,true,true,Lunch/Snack(s),Outdoor (onsite) playspace,,,90%,71%,64%,81%,7,39%,2016-17 School Year,6.4,4,6.5,4,3.5,3,2015-16 School Year,4.1,3,5.3,4,6.2,4,4.6,3,2.5,3,2.8,1,4.3,3,N/A,
KCOU,15KCOT,"Giocare, LLC",552 5th Avenue,"Brooklyn, NY 11215",NYCEEC,18,1899-12-31T08:40:00.000,Full day,true,true,Lunch/Snack(s),Please contact site for more information,,,100%,98%,96%,100%,15,88%,2016-17 School Year,6.4,4,6.0,4,3.2,2,2015-16 School Year,4.4,3,6.3,4,6.4,4,4.6,3,2.3,3,3.3,2,5,4,N/A,
KCOW,20KCOU,"My Sunshine Kids, Inc.",928 55th Street,"Brooklyn, NY 11219",NYCEEC,54,1899-12-31T08:30:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,,99%,94%,91%,97%,44,85%,2016-17 School Year,6.8,4,6.8,4,3.8,3,2015-16 School Year,4.5,3,6,4,5.6,4,4.6,3,3.3,3,3.6,3,5.3,4,N/A,
KCOX,21KCOW,Little Scholars Learning Center,52 Quentin Road,"Brooklyn, NY 11223",NYCEEC,16,1899-12-31T08:30:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,,,,,,,2016-17 School Year,6.3,4,6.2,4,3.4,3,2015-16 School Year,3.8,3,5.3,4,4.2,3,3.6,3,2.5,3,4,3,3.5,3,N/A,
KCPC,20KCOX,Little Hands and Feet School,1270 Bay Ridge Parkway,"Brooklyn, NY 11228",NYCEEC,12,1899-12-31T08:30:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Please contact site for more information,,,100%,70%,96%,93%,5,45%,2016-17 School Year,6.4,4,6.3,4,2.2,2,2015-16 School Year,4.8,3,5.5,4,6.8,4,5.7,4,2.2,2,4.5,3,3.7,3,N/A,
KCPD,21KCPC,Wonderland P.A. LLC,1018 Avenue Y,"Brooklyn, NY 11235",NYCEEC,59,1899-12-31T09:00:00.000,Full day,true,true,Lunch/Snack(s),Please contact site for more information,,,100%,94%,84%,99%,15,29%,2016-17 School Year,6.9,4,6.5,4,3.7,3,2015-16 School Year,4.3,3,6.3,4,4.8,3,5,4,2.5,3,4.4,3,2.8,1,N/A,
KCPK,21KCPE,Little Scholars II,448 Neptune Avenue,"Brooklyn, NY 11224",NYCEEC,14,1899-12-31T08:30:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,,,,,,,2016-17 School Year,6.8,4,6.5,4,4.2,3,N/A,,,,,,,,,,,,,,,N/A,
KCPL,21KCPF,Sarah Winner Daycare,2997 Ocean Parkway,"Brooklyn, NY 11235",NYCEEC,12,1899-12-31T09:00:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Please contact site for more information,,,92%,89%,99%,98%,9,75%,2016-17 School Year,6.8,4,6.7,4,3.8,3,2015-16 School Year,4.6,3,5.5,4,5.8,4,4.8,3,3.5,3,4.1,3,4.5,3,N/A,
KCPM,14KCPK,Chabad of North Brooklyn,132 North 5 Street,"Brooklyn, NY 11249",NYCEEC,8,1899-12-31T08:30:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Please contact site for more information,,,,,,,,,2016-17 School Year,7.0,4,7.0,4,3.8,3,2015-16 School Year,4.9,3,6,4,5.6,4,4.9,3,4.8,4,4.4,3,3.7,3,N/A,
KCPN,22KCPL,"Brooklyn Star Daycare, Inc.",2175 East 22 Street,"Brooklyn, NY 11229",NYCEEC,36,1899-12-31T08:30:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Please contact site for more information,,,98%,92%,94%,98%,21,62%,2016-17 School Year,6.5,4,6.4,4,2.9,2,2015-16 School Year,5,4,6,4,6.8,4,5.5,4,2,2,4.4,3,5.8,4,N/A,
KCPO,17KCPM,"High Definition Day Care, Inc.",337 Lenox Road,"Brooklyn, NY 11226",NYCEEC,18,1899-12-31T08:00:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,,97%,98%,95%,100%,14,88%,2016-17 School Year,6.1,4,5.5,3,3.6,3,2015-16 School Year,3.1,2,3.8,3,2.4,1,4.1,3,2.3,3,2.9,1,2.7,1,N/A,
KCPR,15KCPN,One World Project - Brooklyn,302 Vanderbilt Street,"Brooklyn, NY 11218",NYCEEC,34,N/A,Full day,true,true,Lunch/Snack(s),Outdoor (onsite) playspace,,,99%,100%,96%,98%,26,81%,2016-17 School Year,6.4,4,5.9,3,2.7,2,2015-16 School Year,4.3,3,6,4,6.4,4,3.6,3,3.2,3,4.3,3,3.7,3,N/A,
KCPY,20KCPO,Redeemer St. John's Nursery School,939 83rd Street,"Brooklyn, NY 11228",NYCEEC,18,1899-12-31T08:10:00.000,Full day,false,true,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,95%,87%,92%,97%,12,71%,2016-17 School Year,7.0,4,6.7,4,3.5,3,2015-16 School Year,4.5,3,5.8,4,5.8,4,5.8,4,2.2,2,3.3,2,4.5,3,N/A,
KCQB,21KCPR,Bam Bam'S Playhouse,714 Banner Avenue,"Brooklyn, NY 11235",NYCEEC,18,1899-12-31T08:20:00.000,Full day,true,true,Lunch/Snack(s),Please contact site for more information,,,,,,,,,2016-17 School Year,6.5,4,6.3,4,2.4,2,2015-16 School Year,3.8,3,5,4,4.4,3,3.8,3,1.2,1,4.3,3,4.5,3,N/A,
KCQC,22KCPT,Noah'S Ark Uni Day Care Center,1738 East  48 Street,"Brooklyn, NY 11234",NYCEEC,12,1899-12-31T08:15:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Please contact site for more information,,,100%,77%,85%,91%,7,64%,N/A,,,,,,,2016-17 School Year,3.9,3,5.3,4,4.4,3,4.6,3,2.2,2,3.6,3,3.5,3,N/A,
KCQE,19KCPU,NEW AGE DAY CARE CENTER,538 JAMAICA AVENUE,"Brooklyn, NY 11208",NYCEEC,18,N/A,Full day,true,true,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,,100%,100%,99%,100%,16,94%,N/A,,,,,,,2016-17 School Year,4.7,3,5.5,4,6.4,4,5.7,4,2.5,3,4,3,4.3,3,N/A,
MAAY,21KCPY,Tiny Bumblebees,2848 Brighton 7 Street,"BROOKLYN, NY 11235",NYCEEC,13,1899-12-31T08:30:00.000,Full day,true,true,Breakfast/Lunch,Outdoor (offsite) playspace,,,,,,,,,2016-17 School Year,6.6,4,6.6,4,2.2,2,2015-16 School Year,4.7,3,5.5,4,6,4,5,4,4.3,4,3.6,3,3.7,3,N/A,
MABK,22KCQB,Imaginarium Child,1954 Ocean Avenue,"Brooklyn, NY 11230",NYCEEC,11,1899-12-31T08:30:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,100%,96%,100%,100%,6,60%,2016-17 School Year,6.6,4,6.8,4,3.6,3,2015-16 School Year,4.4,3,5.8,4,6.4,4,4,3,2.8,3,3.9,3,5.7,4,N/A,
MABT,18KCQC,Ms. Taylor's House Pre-School,83 East 51 Street,"Brooklyn, NY 11203",NYCEEC,12,N/A,Full day,false,false,Contact program directly for details,Please contact site for more information,,,87%,100%,84%,97%,5,45%,2016-17 School Year,1.9,1,2.4,1,1.3,1,2015-16 School Year,3.9,3,5,4,4.3,3,4.6,3,3.2,3,3.3,2,3.3,2,N/A,
MACU,13KCQE,Stuyvesant Heights Day Care/New Vision One,69 Macdonough Street,"Brooklyn, NY 11216",NYCEEC,18,1899-12-31T08:00:00.000,Full day,true,false,Breakfast/Lunch,Outdoor (offsite) playspace,,,100%,98%,96%,100%,15,83%,2016-17 School Year,6.6,4,6.3,4,3.1,2,2015-16 School Year,4.1,3,4.8,3,6,4,4.4,3,2.3,3,3.1,2,5.3,4,N/A,
MADL,13KCQT,Bnos Square of Williamsburg,165 Spencer Street,"Brooklyn, NY 11205",NYCEEC,40,1899-12-31T09:30:00.000,Full day,false,false,Lunch/Snack(s),Please contact site for more information,,,100%,100%,98%,100%,6,15%,N/A,,,,,,,2016-17 School Year,4.9,3,6,4,6.6,4,5.2,4,3.7,3,4.6,3,3.3,2,N/A,
MADO,21KCQV,Neshama Preschool-431 Avenue P,431 Avenue P,"Brooklyn, NY 11223",NYCEEC,18,1899-12-31T09:00:00.000,Full day,true,true,Contact program directly for details,Please contact site for more information,,,90%,90%,97%,98%,13,76%,N/A,,,,,,,2016-17 School Year,4.3,3,5.3,4,5.4,4,4.6,3,2.8,3,3.8,3,4.5,3,N/A,
MAED,21KCQX,KINGS POINTE TALENT INC.,1457 West 5 Street,"Brooklyn, NY 11204",NYCEEC,33,1899-12-31T08:00:00.000,Full day,true,true,Breakfast/Lunch,Please contact site for more information,,,97%,85%,87%,98%,12,41%,N/A,,,,,,,2016-17 School Year,4.4,3,6.3,4,6.4,4,4.4,3,2.5,3,4.4,3,3.3,2,N/A,
MAEE,20KCRB,Dreamland Day Care,1379 West 7 Street,"Brooklyn, NY 11204",NYCEEC,18,1899-12-31T08:20:00.000,Full day,true,true,Contact program directly for details,Please contact site for more information,,,100%,100%,95%,100%,7,41%,N/A,,,,,,,2016-17 School Year,5.2,4,6.3,4,5.4,4,6.3,4,3.2,3,5.3,4,4.5,3,N/A,
