SiteID,Program Code,Name,Site_Address 1,City_State_Zip,Program Type,Enrollment,Daily Start Time,Length of Pre-K Day,Early Drop-off Available,LATE Pick-Up Available,Meals,Playspace,DualLanguage,Collaborative Teachers - Survey Percent Positive,Site_Supportive_Environment -Survey Percent Positive,Site_Effective_Leadership - Survey Percent Positive,Site Strong Family Ties - Survey Percent Positive,Site Trust - Survey Percent Positive,Survey - # of Guardian Responses,Survey -Guardian Response Rate,CLASS Most Recent AssessmentYear,CLASS_Emotional Support Score,CLASS_Emotional Support Rating,CLASS_Classroom Organization Score,CLASS Classrooom Organization Rating,CLASS Instructional Support Score,CLASS Instructional Support Rating,ECERS Most Recent AssessmentYear,ECERS Oberservation Average Score,ECERS Observation Average Score,ECERS Language Reasoning Score,ECERS Language Reasoning Rating,ECERS Interaction Score,ECERS Interaction Rating,ECERS Activities Score,ECERS Activities Rating,ECERS Personal Care Routines Score,ECERS Personal Care Routines Rating,ECERS Space/Furnishings Score,ECERS Space/Furnishings Rating,ECERS Program Structure Score,Ecers Program Structure Rating,Quality Review - Dates_of_Review,Quality Review - How well do teachers work with each other
XAPH,10XAPH,Round the Clock Nursery,2380 Marion Avenue,"Bronx, NY 10458",NYCEEC,56,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Outdoor (onsite) playspace,,,1,1,1,1,31,65,2017-18 School Year,6.9,4,6.9,4,2.2,2,2016-17 School Year,5,4,5.8,4,6.2,4,5.6,4,3,3,4.1,3,6.3,4,,
XAPI,10XAPI,Saint Dominic’s TORCH,2340 Andrews Avenue,"Bronx, NY 10468",NYCEEC,26,12/31/1899 08:00:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (offsite) playspace,,,1,0.96,0.95,1,13,57,2015-16 School Year,6.1,4,5.7,3,2.9,2,2017-18 School Year,3.8,3,4.5,3,4.8,3,4.5,3,2.2,2,2.9,1,4,3,,
XAPK,10XAPK,Salvation Army - Tremont,2121 Washington Avenue,"Bronx, NY 10457",NYCEEC,15,12/31/1899 09:00:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,,,,,,,,2017-18 School Year,6.4,4,6.2,4,2.3,2,2016-17 School Year,4.8,3,5.8,4,5.8,4,4.7,3,3.2,3,4.1,3,6.5,4,,
XAPN,10XAPN,1199 Future of America Learning Center,2500 Creston Avenue,"Bronx, NY 10468",NYCEEC,60,12/31/1899 09:30:00 AM,Full day,No,No,Lunch / Snack(s),Outdoor (offsite) playspace,,,0.95,0.94,0.95,0.95,54,92,2017-18 School Year,7,4,7,4,2.6,2,2016-17 School Year,5.3,4,7,4,6.6,4,5.2,4,4.7,4,4.6,3,4.7,3,,
XAQS,10XAQS,Happy Days at Riverdale,2975 Independence Avenue,"Bronx, NY 10463",NYCEEC,16,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Please contact site for more information,,,,,,,,,2015-16 School Year,5.7,3,5.7,3,2.3,2,2016-17 School Year,3.9,3,5.3,4,3.8,3,5.2,4,1.8,2,3.6,3,3.5,3,,
XARI,10XARI,Lehman College Childcare Center,250 Bedford Park Boulevard West,"Bronx, NY 10468",NYCEEC,18,12/31/1899 09:30:00 AM,Full day,No,No,Lunch / Snack(s),Please contact site for more information,,,1,1,0.96,1,14,82,2015-16 School Year,5.3,3,4.8,2,3.4,3,2017-18 School Year,3.7,3,4.3,3,4.6,3,4.5,3,2,2,3.4,3,3.5,3,,
XARV,10XARV,Bronx Day Care Center Inc.,559 East Tremont Avenue,"Bronx, NY 10457",NYCEEC,18,12/31/1899 08:00:00 AM,Full day,Yes,Contact Program,Breakfast/Lunch,Indoor/Outdoor (offsite) playspace,,,,,,,,,2017-18 School Year,7,4,7,4,3.5,3,2015-16 School Year,4.5,3,5.5,4,5.4,4,5.1,4,2.5,3,4,3,4.5,3,,
XASH,10XASH,Tolentine Zeiser Community Life Center,2340 Andrews Avenue,"Bronx, NY 10468",NYCEEC,111,12/31/1899 08:30:00 AM,Full day,Contact Program,Contact Program,N/A,Indoor,,,1,0.94,0.92,0.97,16,15,2016-17 School Year,6.6,4,6.3,4,1.7,1,2017-18 School Year,3.4,3,4.5,3,3.6,3,3.8,3,1.7,2,3.6,3,2.8,1,,
XASN,10XASN,Lion of Judah Christian Academy (LOJCA),2336 Andrews Avenue,"Bronx, NY 10468",NYCEEC,12,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Please contact site for more information,,,1,1,0.99,1,11,92,2017-18 School Year,6.9,4,7,4,2.6,2,2015-16 School Year,3.5,3,4.5,3,4.6,3,3.8,3,1.7,2,3.1,2,3.7,3,,
XASV,10XASV,"Bright Star Day Care at Rochambeau, Inc.",3130 Rochambeau Avenue,"Bronx, NY 10467",NYCEEC,52,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Lunch / Snack(s),Please contact site for more information,,,1,0.99,0.93,0.97,28,56,2016-17 School Year,6.5,4,6.3,4,3.2,2,2015-16 School Year,3.6,3,4,3,3,2,4,3,2.3,3,3.8,3,4.3,3,,
XATD,10XATD,Bronx Community College Early Childhood Center,2010 Sedgwick Avenue,"Bronx, NY 10468",NYCEEC,18,12/31/1899 08:30:00 AM,Full day,No,No,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,1,1,0.98,1,17,94,2015-16 School Year,6.9,4,7,4,5.8,4,2016-17 School Year,4.3,3,5,4,5.4,4,4.8,3,3.2,3,3.8,3,4,3,,
XATH,10XATH,"MARC Academy and Family Center, Inc.",2863 Webster Avenue,"Bronx, NY 10458",NYCEEC,35,12/31/1899 09:00:00 AM,Full day,No,Yes,Breakfast / Lunch / Snack(s),Please contact site for more information,,,1,1,0.99,1,25,96,N/A,,,,,,,2017-18 School Year,5.5,4,6,4,5.2,4,6.2,4,3.5,3,5.4,4,7,4,,
XATN,10XATN,Miss Francine Day School II,2169 Grand Concourse,"Bronx, NY 10453",NYCEEC,17,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast / Lunch,Please contact site for more information,,,1,0.95,0.83,0.95,6,40,2017-18 School Year,7,4,6.9,4,3.1,2,2016-17 School Year,5,4,6.3,4,6,4,5.8,4,2.7,3,4.9,3,3.7,3,,
XAUP,10XAUP,St. Martin of Tours Head Start,695 East 182nd Street,"Bronx, NY 10457",NYCEEC,18,12/31/1899 08:30:00 AM,Full day,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace/Outdoor (offsite) playspace,,,1,1,0.97,0.99,14,82,2016-17 School Year,5.6,3,5.8,3,2.8,2,2015-16 School Year,4.2,3,5.3,4,5.8,4,5.2,4,2.7,3,3.1,2,3,2,,
XAVD,10XAVD,Tender Tots Decatur,3322 Decatur Avenue,"Bronx, NY 10467",NYCEEC,49,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,1,1,0.96,1,6,13,2017-18 School Year,6.8,4,7,4,2.3,2,2016-17 School Year,4.1,3,4.8,3,5.4,4,4.6,3,2.7,3,3.4,3,3.7,3,,
XAVS,10XAVS,Bedrock Preschool,3220 Arlington Avenue,"Bronx, NY 10463",NYCEEC,52,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Outdoor (onsite) playspace,,,1,0.95,0.96,0.99,19,38,2017-18 School Year,6.9,4,6.9,4,2.2,2,2017-18 School Year,5.3,4,5.3,4,6.4,4,5.8,4,3.5,3,4.8,3,6.5,4,,
XAXA,10XAXA,Reach One To Teach One,5480 Broadway,"Bronx, NY 10463",NYCEEC,28,12/31/1899 08:00:00 AM,Full day,Yes,Contact Program,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,,1,0.97,0.94,0.97,23,85,2015-16 School Year,6.2,4,6.1,4,3.1,2,2017-18 School Year,4.2,3,4.8,3,6,4,3.9,3,3.7,3,3.4,3,4.3,3,,
XAYB,10XAYB,Lil Inventors - University Avenue,75 West 190 Street,"Bronx, NY 10468",NYCEEC,52,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Outdoor (offsite) playspace,,,0.96,0.91,0.93,0.95,32,63,2016-17 School Year,6.5,4,6.6,4,2.3,2,2015-16 School Year,3.6,3,4.3,3,4.2,3,3.9,3,2.5,3,3.4,3,3.5,3,,
XAYE,10XAYE,Little Scholars Early Development Center,15 West 176 Street,"Bronx, NY 10453",NYCEEC,64,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Contact program directly for details,Indoor/Outdoor (onsite) playspace,,,1,0.87,0.92,0.92,9,17,2017-18 School Year,6.9,4,6.9,4,3.5,3,2015-16 School Year,4.9,3,5.3,4,6.4,4,5.5,4,2.7,3,5,4,3.7,3,,
XAZG,10XAZG,Yearling Nursery School,604 West 227 Street,"Bronx, NY 10463",NYCEEC,6,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Lunch / Snack(s),Please contact site for more information,,,1,1,1,1,6,100,2017-18 School Year,6.8,4,6.9,4,3.9,3,2016-17 School Year,4.8,3,6.3,4,7,4,5.1,4,2.5,3,4.5,3,3.7,3,,
XAZM,10XAZM,Arcadia Children's Daycare,2195 Grand Concourse,"Bronx, NY 10453",NYCEEC,42,12/31/1899 08:00:00 AM,Full day,No,Yes,Breakfast / Lunch / Snack(s),Indoor/Outdoor (offsite) playspace,,,1,0.99,0.97,0.99,33,85,2016-17 School Year,6.5,4,6.2,4,2.4,2,2017-18 School Year,4.3,3,5.3,4,6,4,5,4,2.8,3,3.5,3,3.7,3,,
XBAH,10XBAH,The Learning Experience,3210 Riverdale Avenue,"Bronx, NY 10463",NYCEEC,28,12/31/1899 08:30:00 AM,Both half day and full day,Yes,Yes,Breakfast / Lunch / Snack(s),Please contact site for more information,,,0.96,0.79,0.88,0.89,14,52,N/A,,,,,,,2017-18 School Year,4.6,3,4.5,3,6.8,4,4.4,3,4,4,4.5,3,3.3,2,,
XABM,11XABM,Holy Rosary School,1500 Arnow Avenue,"Bronx, NY 10469",NYCEEC,118,12/31/1899 07:45:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,1,0.82,0.84,0.92,13,13,2016-17 School Year,6.8,4,6.7,4,3.2,2,2015-16 School Year,3.9,3,4.5,3,5,4,4.1,3,1.7,2,4,3,5,4,,
XABT,11XABT,Immaculate Conception School,760 East Gun Hill Road,"Bronx, NY 10467",NYCEEC,72,12/31/1899 07:45:00 AM,Full day,No,No,Contact program directly for details,Please contact site for more information,,,0.96,0.87,0.76,0.91,13,20,2016-17 School Year,6.3,4,6.6,4,3.6,3,2015-16 School Year,4.5,3,5.3,4,4.6,3,5.1,4,2.3,3,4.8,3,5,4,,
KCSO,20KCSO,Step Ahead Llc,7100 Ridge Boulevard,"Brooklyn, NY 11209",NYCEEC,25,12/31/1899 08:20:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Please contact site for more information,,,1,0.95,0.89,1,10,42,N/A,,,,,,,2017-18 School Year,3.5,3,5.3,4,5.2,4,3.7,3,1.7,2,3.1,2,2.8,1,,
XACE,11XACE,Nativity of Our Blessed Lady,3893 Dyre Avenue,"Bronx, NY 10466",NYCEEC,55,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Outdoor (onsite) playspace,,,1,0.8,0.87,0.85,5,9,2016-17 School Year,6.7,4,6,4,2.6,2,2017-18 School Year,4.6,3,5,4,6.4,4,5.2,4,3.7,3,3.5,3,4.3,3,,
XACF,11XACF,New Covenant Christian School,1497 Needham Avenue,"Bronx, NY 10469",NYCEEC,35,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,,0.9,0.95,0.94,0.98,10,31,2017-18 School Year,6.8,4,6.7,4,2.3,2,2015-16 School Year,3.9,3,5.8,4,4,3,4.3,3,1.8,2,3.5,3,4.7,3,,
XACK,11XACK,Our Lady of Grace School,3981 Bronxwood Avenue,"Bronx, NY 10466",NYCEEC,123,12/31/1899 08:25:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,1,1,0.95,0.98,9,8,2017-18 School Year,6.7,4,6.6,4,2.5,2,2017-18 School Year,4.3,3,5,4,4,3,5.1,4,3.2,3,4.1,3,3.3,2,,
XACR,11XACR,Regent School,719 East 216 Street,"Bronx, NY 10467",NYCEEC,18,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Lunch / Snack(s),Indoor,,,1,1,0.94,1,6,40,2017-18 School Year,6.3,4,6.8,4,2.3,2,2016-17 School Year,4.4,3,6.3,4,5.8,4,4.4,3,2.8,3,4,3,3.7,3,,
XADJ,11XADJ,Saint Clare of Assisi School,1911 Hone Avenue,"Bronx, NY 10461",NYCEEC,90,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,1,0.96,0.9,0.99,69,81,2016-17 School Year,6.5,4,6.7,4,3.6,3,2017-18 School Year,4.7,3,5.5,4,6.6,4,5.2,4,3.5,3,4.1,3,3,2,,
XADN,11XADN,Saint Francis of Assisi School,4300 Baychester Avenue,"Bronx, NY 10466",NYCEEC,51,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,1,,0.95,1,7,14,2017-18 School Year,6.6,4,6.3,4,3.3,3,2015-16 School Year,4.7,3,5,4,6.2,4,4.9,3,3.2,3,3.6,3,7,4,,
XADO,11XADO,Saint Francis Xavier School,1711 Haight Avenue,"Bronx, NY 10461",NYCEEC,96,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,0.97,0.95,0.9,0.93,30,34,2016-17 School Year,6.9,4,6.8,4,3.8,3,2017-18 School Year,5.1,4,6.3,4,6.4,4,5.8,4,2.8,3,4.4,3,5.8,4,,
XADQ,11XADQ,St. Helena School,2050 BENEDICT AVENUE,"Bronx, NY 10462",NYCEEC,76,12/31/1899 08:10:00 AM,Full day,Yes,Yes,Lunch/Snack(s),Please contact site for more information,,,0.94,0.95,0.94,0.96,34,47,2016-17 School Year,6.5,4,6.5,4,2.1,2,2015-16 School Year,5.2,4,7,4,6.4,4,5.1,4,3.8,4,4.8,3,5,4,,
XADY,11XADY,Saint Lucy School,830 Mace Avenue,"Bronx, NY 10467",NYCEEC,146,12/31/1899 07:45:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,0.97,0.9,0.93,0.91,33,23,2017-18 School Year,6.8,4,6.9,4,3.5,3,N/A,,,,,,,,,,,,,,,,
XAEL,11XAEL,St. Raymond Elementary,2380 East Tremont Avenue,"Bronx, NY 10462",NYCEEC,72,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,,0.99,0.97,0.9,0.98,50,70,2016-17 School Year,6.3,4,6.4,4,4,3,2015-16 School Year,5.3,4,5.5,4,5.6,4,6.5,4,2.5,3,5.4,4,6,4,,
XAEW,11XAEW,THE LEARNING TREE,801 Bartholdi Street,"Bronx, NY 10467",NYCEEC,71,12/31/1899 08:50:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (offsite) playspace,,,0.92,0.85,0.95,0.96,7,11,2015-16 School Year,6.6,4,6,4,3,2,2016-17 School Year,4.8,3,5.5,4,5.8,4,5,4,3,3,4.3,3,6,4,,
XAFA,11XAFA,UCP/NYC'S BRONX CHILDREN'S PROGRAM,1770 Stillwell Avenue,"Bronx, NY 10469",NYCEEC,15,12/31/1899 08:00:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,,0.86,0.81,0.9,0.86,7,47,2016-17 School Year,6.7,4,6.5,4,3.3,3,2015-16 School Year,3.7,3,5,4,4.8,3,3,2,3.5,3,3.3,2,3.5,3,,
XAFG,11XAFG,Little Stars 3,1420 Burke Avenue,"Bronx, NY 10469",NYCEEC,20,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,1,0.96,0.94,0.99,14,70,2017-18 School Year,7,4,7,4,3.3,3,2016-17 School Year,4.7,3,5.5,4,5.8,4,5.2,4,3.3,3,3.5,3,5.5,4,,
XAHS,11XAHS,"Little Stars Too, inc.",1083 Allerton Avenue,"Bronx, NY 10469",NYCEEC,38,12/31/1899 09:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Please contact site for more information,,,1,0.96,0.96,0.98,18,47,2017-18 School Year,6.8,4,6.7,4,2.8,2,2016-17 School Year,5.4,4,6.3,4,6.6,4,4.3,3,6,4,4.6,3,6.7,4,,
XALA,11XALA,Westchester Tremont DCC,2547 East Tremont Avenue,"Bronx, NY 10461",NYCEEC,33,12/31/1899 09:00:00 AM,Full day,No,No,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,1,1,0.94,1,5,19,2017-18 School Year,6.7,4,6.5,4,2.1,2,2017-18 School Year,4.2,3,5.5,4,5.8,4,3.9,3,3.7,3,3.8,3,3.3,2,,
XAPP,11XAPP,BRONX HOUSE 1,990 Pelham Parkway South,"Bronx, NY 10461",NYCEEC,90,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Lunch / Snack(s),Indoor,,,0.97,0.95,0.93,0.96,31,37,2017-18 School Year,6.9,4,6.9,4,3,2,2016-17 School Year,4.5,3,5.5,4,6.2,4,5.2,4,2.5,3,3.8,3,3.7,3,,
XAPQ,11XAPQ,BRONX HOUSE 2,2222 Wallace Avenue,"Bronx, NY 10467",NYCEEC,70,12/31/1899 08:30:00 AM,Full day,No,No,Lunch / Snack(s),Outdoor (onsite) playspace,,,0.96,0.91,0.94,0.94,23,34,2017-18 School Year,6.9,4,7,4,3.1,2,2016-17 School Year,4.7,3,4.8,3,6.8,4,5.1,4,3.2,3,3.4,3,6,4,,
XAPT,11XAPT,"Little Stars School, Inc.",4063 Edson Avenue,"Bronx, NY 10466",NYCEEC,55,12/31/1899 09:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,1,0.98,0.96,0.99,44,94,2015-16 School Year,6.8,4,6.6,4,4.1,3,2016-17 School Year,5.6,4,6,4,6.4,4,6.2,4,4.8,4,4,3,7,4,,
XAPU,11XAPU,North Bronx NCNW CDC,4035 White Plains Road,"Bronx, NY 10466",NYCEEC,57,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,0.94,0.97,0.97,0.98,8,23,2016-17 School Year,6.4,4,6.5,4,2.3,2,2017-18 School Year,3.5,3,5,4,4.2,3,4.2,3,2.2,2,3,2,1.7,1,,
XAPV,11XAPV,Rainbow Rhymes Learning Center,4041 Bruner Avenue,"Bronx, NY 10466",NYCEEC,17,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,1,1,0.98,1,13,87,2016-17 School Year,6.9,4,6.3,4,1.8,1,2015-16 School Year,2.7,1,3.5,3,2.8,1,2.3,1,2,2,3.6,3,1.7,1,,
XAPW,11XAPW,United Educare Preschool,3950 Bronxwood Avenue,"Bronx, NY 10466",NYCEEC,53,12/31/1899 08:00:00 AM,Full day,No,Yes,Breakfast/Lunch,Outdoor (offsite) playspace,,,1,0.98,0.93,0.95,11,27,2016-17 School Year,6.4,4,6.3,4,3.3,3,2015-16 School Year,3.7,3,4.5,3,4.6,3,3.7,3,2.6,3,3.1,2,4.7,3,,
XAPX,11XAPX,Williamsbridge NAACP Early Childhood Education Center,670 East 219 Street,"Bronx, NY 10467",NYCEEC,53,12/31/1899 08:00:00 AM,Full day,No,Yes,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,,0.95,0.97,0.97,0.97,41,79,2017-18 School Year,6.8,4,6.6,4,3.5,3,N/A,,,,,,,,,,,,,,,,
XAPY,11XAPY,Susan Wagner Day Care,1140 East 229 Street,"Bronx, NY 10466",NYCEEC,47,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,0.92,0.9,0.93,0.92,20,47,2017-18 School Year,6.7,4,6.6,4,1.9,1,2016-17 School Year,3.3,2,3.5,3,3.4,3,4.4,3,2.7,3,3,2,1.7,1,,
XAQK,11XAQK,Saints Philip & James School,1160 East 213 Street,"Bronx, NY 10469",NYCEEC,34,12/31/1899 08:10:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,,,,,,,2015-16 School Year,6.3,4,6.1,4,3.1,2,2016-17 School Year,4.9,3,5.5,4,4.2,3,5.6,4,3,3,5,4,7,4,,
XAQL,11XAQL,Corry Academy,4321 Barnes Avenue,"Bronx, NY 10466",NYCEEC,71,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Please contact site for more information,,,,,,,3,5,2017-18 School Year,6.9,4,6.9,4,3.1,2,2016-17 School Year,4.3,3,4.8,3,5.2,4,5.7,4,1.8,2,3.8,3,4.3,3,,
XAQY,11XAQY,Susan Wagner Victory,3440 White Plains Road,"Bronx, NY 10467",NYCEEC,29,12/31/1899 09:00:00 AM,Full day,Contact Program,Contact Program,N/A,Outdoor (onsite) playspace,,,1,0.96,0.94,0.95,18,62,2017-18 School Year,7,4,6.9,4,3.9,3,2017-18 School Year,3.1,2,4.3,3,4.8,3,2.7,1,2.7,3,2.4,1,2.8,1,,
XARJ,11XARJ,Santa Maria School,1651 Zerega Avenue,"Bronx, NY 10462",NYCEEC,184,12/31/1899 07:45:00 AM,Full day,Yes,Yes,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,,1,0.95,0.95,0.97,167,95,2017-18 School Year,7,4,7,4,2.5,2,2017-18 School Year,4.8,3,6.3,4,5.6,4,5.4,4,2.2,2,4.1,3,6,4,,
XARQ,11XARQ,Learning Ladder Day Care Center,100 Aldrich Street,"Bronx, NY 10475",NYCEEC,46,12/31/1899 08:30:00 AM,Full day,Contact Program,Yes,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,,1,0.93,0.93,0.95,13,34,2015-16 School Year,6.6,4,6.3,4,3.7,3,2017-18 School Year,5,4,5.8,4,5.6,4,5.8,4,2.5,3,4.6,3,5.5,4,,
XASO,11XASO,Mind-Builders Creative Arts Center,3415 Olinville Avenue,"Bronx, NY 10467",NYCEEC,18,12/31/1899 08:30:00 AM,Full day,No,No,Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,0.96,1,0.94,1,11,69,2016-17 School Year,4.3,2,4.4,2,2.3,2,2015-16 School Year,4,3,7,4,4.6,3,3.9,3,2.7,3,4.3,3,1.3,1,,
XASX,11XASX,St. Barnabas School,413 East 241 Street,"Bronx, NY 10470",NYCEEC,89,12/31/1899 08:15:00 AM,Full day,Yes,Yes,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,,0.98,0.98,0.94,1,29,34,2017-18 School Year,6.9,4,6.7,4,2.6,2,2015-16 School Year,5.1,4,6,4,6,4,6,4,2.8,3,4.9,3,5,4,,
XASY,11XASY,Holy Rosary Early Childhood at St. Mary Star of the Sea,580 Minnieford Avenue,"Bronx, NY 10464",NYCEEC,13,12/31/1899 07:45:00 AM,Full day,Yes,Contact Program,Breakfast/Lunch/Snack(s),Please contact site for more information,,,,,,,,,2017-18 School Year,7,4,6.9,4,3.1,2,2015-16 School Year,4.4,3,6.5,4,4.4,3,5.1,4,2.3,3,4.8,3,2.5,1,,
XATE,11XATE,Susan Wagner Day School,4102 White Plains Road,"Bronx, NY 10466",NYCEEC,32,12/31/1899 08:00:00 AM,Both half day and full day,No,Yes,Breakfast / Lunch / Snack(s),Please contact site for more information,,,,,,,,,N/A,,,,,,,2016-17 School Year,5,4,5.5,4,6.4,4,4.2,3,3,3,5.1,4,7,4,,
XAVX,11XAVX,Sunshine Daycare of Westchester Village,1564 Saint Peters Avenue,"Bronx, NY 10461",NYCEEC,18,12/31/1899 07:30:00 AM,Full day,Contact Program,Yes,N/A,Outdoor (offsite) playspace,,,,,,,,,2017-18 School Year,7,4,7,4,5,4,2017-18 School Year,5.1,4,6.3,4,6.6,4,4.5,3,3,3,5.4,4,6.3,4,,
XAWG,11XAWG,"All Seasons Day Care, LLC",1701 Nereid Avenue,"Bronx, NY 10466",NYCEEC,16,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,1,1,0.94,0.96,7,50,2017-18 School Year,6.9,4,6.7,4,2.5,2,2015-16 School Year,3.8,3,5.8,4,5.2,4,3.8,3,2.2,2,3.5,3,2.7,1,,
XAWP,11XAWP,St. Lucy Early Childhood Academy,2401 Bronxwood Avenue,"Bronx, NY 10469",NYCEEC,63,12/31/1899 07:45:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,0.95,0.87,0.93,0.88,21,36,2017-18 School Year,7,4,6.9,4,3.7,3,2015-16 School Year,5.1,4,6.3,4,6,4,5.9,4,2.3,3,4.3,3,7,4,,
XAYC,11XAYC,"All Seasons A&C Day Care, LLC",700 Rosewood Street,"Bronx, NY 10467",NYCEEC,20,12/31/1899 08:00:00 AM,Full day,Contact Program,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (offsite) playspace,,,0.92,0.85,0.98,0.99,13,65,2017-18 School Year,7,4,7,4,3.4,3,2015-16 School Year,4.1,3,5.3,4,6.2,4,4.4,3,2.7,3,4,3,1.7,1,,
XAYD,11XAYD,Laconia Day Care Center and Infant Care,3950 Laconia Avenue,"Bronx, NY 10466",NYCEEC,36,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Please contact site for more information,,,1,1,0.88,0.93,8,22,2017-18 School Year,6.7,4,6.7,4,2.8,2,2015-16 School Year,4.1,3,6.3,4,6.4,4,4,3,2.2,2,4.3,3,1.7,1,,
XAYQ,11XAYQ,"Bronx Park East Preparatory, Inc.",2270 Bronx Park East,"Bronx, NY 10467",NYCEEC,20,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Lunch / Snack(s),Please contact site for more information,,,1,1,0.99,1,10,53,2017-18 School Year,7,4,7,4,3.5,3,2015-16 School Year,4.2,3,4.5,3,6.8,4,4.9,3,2.8,3,3.4,3,2.3,1,,
XAZB,11XAZB,Santa Maria Early Childhood Academy,1659 Zerega Avenue,"Bronx, NY 10462",NYCEEC,39,12/31/1899 07:45:00 AM,Full day,Yes,Yes,Breakfast / Lunch,Outdoor (onsite) playspace/Outdoor (offsite) playspace,,,0.97,0.96,0.94,0.96,32,91,2016-17 School Year,7,4,7,4,3.5,3,2015-16 School Year,5.1,4,6.3,4,7,4,5.6,4,2.7,3,5.4,4,3.8,3,,
XAZX,11XAZX,St. Clare Of Assisi Early Childhood Academy,1925 Hone Avenue,"Bronx, NY 10461",NYCEEC,67,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,0.98,0.9,0.85,0.93,41,71,2016-17 School Year,6.3,4,6.3,4,3.1,2,2015-16 School Year,5.1,4,6,4,6.4,4,6.3,4,2.3,3,4.9,3,3.7,3,,
